annotator	title	base_ID	left_ID	right_ID	Form	Content	Emotion	Style	Overall	triple_ID	Runde
Set2_SW	Im Frühling 	l00130042	l00160300	l0030167	right	right	right	right	right	l00160300l00130042l0030167	Runde 3
Set2_SW	Vorsicht 	l00130111	l00130138	l00160282	left	left	left	same	left	l00130138l00130111l00160282	Runde 3
Set2_SW	Doppelte Jugend 	l0080077	l00180012	l00160004	right	right	right	right	right	l00180012l0080077l00160004	Runde 3
Set2_SW	Mein Herz und deine Stimme 	l00200064	l0010056	l00160117	right	left	left	right	right	l0010056l00200064l00160117	Runde 3
Set2_SW	Fromme Bücher 	l00160212	l00190023	l0030184	same	left	same	same	same	l00190023l00160212l0030184	Runde 3
Set2_SW	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l0050040	l0020047	right	right	same	same	same	l0050040l00180136l0020047	Runde 3
Set2_SW	Ich bat sie um die Rose 	l0080165	l0010208	l00140150	left	left	left	left	left	l0010208l0080165l00140150	Runde 3
Set2_SW	Die List der Trinker 	l0020029	l0080208	l00160240	right	same	left	same	left	l0080208l0020029l00160240	Runde 3
Set2_SW	Die Näherin 	l0010186	l00130451	l00130354	left	right	right	same	right	l00130451l0010186l00130354	Runde 3
Set2_SW	An die Lerche 	l00130257	l00130375	l00130182	right	right	right	right	right	l00130375l00130257l00130182	Runde 3
Set2_SW	Unter den Zweigen 	l0080251	l0020029	l00160113	left	left	left	left	left	l0020029l0080251l00160113	Runde 3
Set2_SW	Magdalene 	l0080578	l00200179	l00130182	right	left	left	right	left	l00200179l0080578l00130182	Runde 3
Set2_SW	Lady Rosa 	l0030184	l00140028	l00160212	left	left	left	same	left	l00140028l0030184l00160212	Runde 3
Set2_SW	Der Trompeter 	l0010208	l0080165	l00130378	left	left	left	left	left	l0080165l0010208l00130378	Runde 3
Set2_SW	Marksteine 	l00130329	l00180143	l0080361	right	same	same	same	same	l00180143l00130329l0080361	Runde 3
Set2_SW	Spaziergang	l00170030	l0080419	l0030080	right	left	left	left	left	l0080419l00170030l0030080	Runde 3
Set2_SW	Nachtbild	l0040579	l00100094	l00170065	left	right	same	right	right	l00100094l0040579l00170065	Runde 3
Set2_SW	Was schreibt die Woge in den Sand?	l00270241	l0090070	l00270469	right	left	right	right	right	l0090070l00270241l00270469	Runde 3
Set2_SW	Casabianca	l0040512	l00270401	l0080405	left	right	same	same	same	l00270401l0040512l0080405	Runde 3
Set2_SW	Spätsommer	l0010277	l0030018	l00100115	right	left	left	left	left	l0030018l0010277l00100115	Runde 3
Set2_SW	Mutterwort	l00270438	l0040333	l0040181	left	left	same	left	left	l0040333l00270438l0040181	Runde 3
Set2_SW	Trost	l0020036	l00150030	l00170187	left	left	left	same	left	l00150030l0020036l00170187	Runde 3
Set2_SW	In rote Fixsternwälder, die verbluten	l0040301	l0040516	l0030428	same	right	same	same	same	l0040516l0040301l0030428	Runde 3
Set2_SW	In diesem Dorfe steht das letzte Haus	l00180133	l0040227	l00270102	same	same	same	same	same	l0040227l00180133l00270102	Runde 3
Set2_SW	Schmetterlings Sterbelied	l0020084	l0030143	l0040118	left	right	same	left	left	l0030143l0020084l0040118	Runde 3
Set2_SW	Es wird die schlafende Lawine —	l00270798	l0030220	l00110076	left	same	right	left	left	l0030220l00270798l00110076	Runde 3
Set2_SW	Herbststimmung	l0040028	l0010299	l0030043	left	left	left	left	left	l0010299l0040028l0030043	Runde 3
Set4_JE	Wenn ein Leid dich schwer bedrängt 	l0080356	l00160192	l0030167	left	same	right	left	same	l00160192l0080356l0030167	Runde 3
Set4_JE	Beschluß – 	l0060082	l0030227	l0040053	left	left	same	left	left	l0030227l0060082l0040053	Runde 3
Set4_JE	Und ob der holde Tag vergangen 	l0080554	l00180060	l00140045	right	left	left	same	same	l00180060l0080554l00140045	Runde 3
Set4_JE	So lange wir vertrauen 	l00130359	l00140141	l00100088	left	left	same	left	left	l00140141l00130359l00100088	Runde 3
Set4_JE	Ave Maria 	l0080493	l00130164	l0040216	right	same	right	right	right	l00130164l0080493l0040216	Runde 3
Set4_JE	Kleine Marie 	l0010239	l0080044	l0010300	same	same	same	same	same	l0080044l0010239l0010300	Runde 3
Set4_JE	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l00160282	l0050040	left	same	right	same	same	l00160282l00180136l0050040	Runde 3
Set4_JE	Hoffnung 	l0080305	l00200195	l00130359	left	right	right	same	right	l00200195l0080305l00130359	Runde 3
Set4_JE	Fremd in der Fremde – 	l0010082	l0040554	l0010184	right	same	right	right	right	l0040554l0010082l0010184	Runde 3
Set4_JE	"Lied des Adlers: [Aus ""Der Sonne-Geist""] "	l00180060	l0080132	l0080208	same	same	left	left	left	l0080132l00180060l0080208	Runde 3
Set4_JE	Zarathustras Lied 	l0030323	l0080132	l0080448	same	same	right	same	same	l0080132l0030323l0080448	Runde 3
Set4_JE	Magdalene 	l0080578	l00200179	l0080046	right	same	left	same	same	l00200179l0080578l0080046	Runde 3
Set4_JE	Frühlingslied in der Stadt 	l0010217	l00160282	l00160172	left	same	same	same	same	l00160282l0010217l00160172	Runde 3
Set4_JE	Krankheit 	l00170003	l00200301	l00130407	same	left	right	left	same	l00200301l00170003l00130407	Runde 3
Set4_JE	Feldeinsamkeit 	l00160004	l0010238	l00180143	left	right	same	left	same	l0010238l00160004l00180143	Runde 3
Set4_JE	Ans Ziel – 	l00160041	l0080595	l0040336	same	same	left	same	left	l0080595l00160041l0040336	Runde 3
Set4_JE	Geschieden 	l0010172	l0080554	l00100088	left	left	same	left	left	l0080554l0010172l00100088	Runde 3
Set4_JE	Nachtlied 	l00200135	l00130398	l0010170	same	right	right	right	right	l00130398l00200135l0010170	Runde 3
Set4_JE	Der Trompeter 	l0010208	l0090084	l0080165	right	right	right	right	right	l0090084l0010208l0080165	Runde 3
Set4_JE	Nachtlied 	l00200135	l0050064	l0010170	same	right	right	right	right	l0050064l00200135l0010170	Runde 3
Set4_JE	Meine Seele 	l00140066	l0030237	l00130062	right	same	left	right	same	l0030237l00140066l00130062	Runde 3
Set4_JE	Beschluß – 	l0060082	l00140029	l00130359	left	same	same	same	left	l00140029l0060082l00130359	Runde 3
Set4_JE	Mein Leid 	l00110078	l0010132	l0080046	right	same	left	left	left	l0010132l00110078l0080046	Runde 3
Set4_JE	Nachtlied 	l00200135	l00200278	l0080578	left	same	left	same	left	l00200278l00200135l0080578	Runde 3
Set4_JE	Ich hörte den Wind... 	l0030305	l0010038	l0080227	same	left	left	same	left	l0010038l0030305l0080227	Runde 3
Set4_JE	Mein Leid 	l00110078	l00130354	l00130042	left	right	right	right	right	l00130354l00110078l00130042	Runde 3
Set4_JE	Abbild 	l00180079	l0080616	l0030218	same	right	same	same	same	l0080616l00180079l0030218	Runde 3
Set4_JE	Porträt des Marquis de... 	l0040554	l0010184	l00130138	same	same	same	same	same	l0010184l0040554l00130138	Runde 3
Set4_JE	ohne Titel 	l00140198	l00160192	l0080462	left	left	same	left	left	l00160192l00140198l0080462	Runde 3
Set4_JE	Sei nur robust! 	l0090065	l00130062	l00130384	left	right	same	same	right	l00130062l0090065l00130384	Runde 3
Set4_JE	Beschluß – 	l0060082	l0030243	l0050064	same	same	same	left	left	l0030243l0060082l0050064	Runde 3
Set4_JE	An die Freunde 	l0020147	l0080333	l0040505	left	same	same	same	left	l0080333l0020147l0040505	Runde 3
Set4_JE	Lied in der Nacht 	l0040053	l0080311	l0060082	same	right	same	same	right	l0080311l0040053l0060082	Runde 3
Set4_JE	Der Wanderer 	l0010012	l00170058	l00130384	left	left	left	left	left	l00170058l0010012l00130384	Runde 3
Set4_JE	Ahnung 	l0030052	l00170058	l00160119	same	right	right	left	right	l00170058l0030052l00160119	Runde 3
Set4_JE	Dein Bild – 	l0030433	l00160283	l0040216	right	same	left	same	left	l00160283l0030433l0040216	Runde 3
Set4_JE	Erster Schnee 	l0080595	l00160172	l00130268	right	right	same	right	right	l00160172l0080595l00130268	Runde 3
Set4_JE	Heimweh 	l00200253	l0040304	l0010172	right	right	right	same	right	l0040304l00200253l0010172	Runde 3
Set4_JE	Ans Ziel – 	l00160041	l00160042	l0080595	same	same	right	same	right	l00160042l00160041l0080595	Runde 3
Set4_JE	Ein Gebet 	l0080616	l00200340	l0040216	same	same	same	same	same	l00200340l0080616l0040216	Runde 3
Set4_JE	Begegnen 	l0080361	l0030325	l0010300	right	right	right	right	right	l0030325l0080361l0010300	Runde 3
Set4_JE	Sils-Maria 	l0030325	l0090084	l00200245	right	same	same	left	left	l0090084l0030325l00200245	Runde 3
Set4_JE	Die Betrogene 	l00200179	l0080578	l00160172	left	left	left	right	left	l0080578l00200179l00160172	Runde 3
Set4_JE	Die Betrogene 	l00200179	l0080578	l00180143	left	left	left	same	left	l0080578l00200179l00180143	Runde 3
Set4_JE	Frühlingslied in der Stadt 	l0010217	l00130361	l00110081	right	right	same	same	right	l00130361l0010217l00110081	Runde 3
Set4_JE	Auf Gegenseitigkeit 	l00160192	l0010170	l00170194	right	right	right	same	right	l0010170l00160192l00170194	Runde 3
Set4_JE	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l0050040	l0030115	right	right	left	right	right	l0050040l00180136l0030115	Runde 3
Set4_JE	Enttäuschung 	l00160262	l0010208	l0030184	same	same	same	left	same	l0010208l00160262l0030184	Runde 3
Set4_JE	Auf See	l00180027	l0040277	l00130019	same	left	same	left	left	l0040277l00180027l00130019	Runde 3
Set4_JE	In goldener Fülle	l00170185	l00270482	l00160169	same	right	right	same	right	l00270482l00170185l00160169	Runde 3
Set4_JE	Schwill an, mein Strom, schwill über deine Weide	l00180093	l00270460	l0060088	left	left	same	left	left	l00270460l00180093l0060088	Runde 3
Set4_JE	Manche Nacht	l00180033	l0040525	l00110034	right	same	same	same	same	l0040525l00180033l00110034	Runde 3
Set4_JE	Herbst	l0010288	l00270471	l0010083	right	same	left	left	same	l00270471l0010288l0010083	Runde 3
Set4_JE	Drei Herzen	l0080628	l0040322	l0020111	right	same	same	right	right	l0040322l0080628l0020111	Runde 3
Set4_JE	Märztag	l0030277	l00270316	l0060070	same	right	right	same	right	l00270316l0030277l0060070	Runde 3
Set4_JE	Das war der Duft...	l0030151	l0030357	l0040076	same	left	left	same	left	l0030357l0030151l0040076	Runde 3
Set4_JE	Die Mühle	l0040513	l0010195	l00200255	right	same	same	right	right	l0010195l0040513l00200255	Runde 3
Set4_JE	Handwerksbrauch	l0080129	l00170217	l00180105	same	same	same	same	same	l00170217l0080129l00180105	Runde 3
Set4_JE	Mondnacht	l0040009	l0040580	l00180062	left	left	right	left	left	l0040580l0040009l00180062	Runde 3
Set4_JE	Der Welt gelacht	l0040263	l0090019	l0050021	right	same	right	right	right	l0090019l0040263l0050021	Runde 3
Set3_SP	Beschluß – 	l0060082	l00130383	l00140029	same	same	right	right	same	l00130383l0060082l00140029	Runde 3
Set3_SP	Du kennst mich nicht 	l00200202	l00130355	l0040053	left	left	same	left	left	l00130355l00200202l0040053	Runde 3
Set3_SP	Festtag! 	l0050040	l00180166	l00180136	same	same	right	same	right	l00180166l0050040l00180136	Runde 3
Set3_SP	Die Kunst – 	l00130138	l00130348	l0040554	right	same	same	same	same	l00130348l00130138l0040554	Runde 3
Set3_SP	Frisch vom Storch 	l0010018	l00170195	l00170019	same	same	left	same	same	l00170195l0010018l00170019	Runde 3
Set3_SP	Lied in der Nacht 	l0040053	l0080333	l0060082	same	left	left	same	left	l0080333l0040053l0060082	Runde 3
Set3_SP	Du kamst zu 	l00140045	l00140122	l00200064	left	left	right	left	left	l00140122l00140045l00200064	Runde 3
Set3_SP	Wer je gelebt in Liebesarmen 	l0080543	l00130407	l00180069	right	right	right	left	right	l00130407l0080543l00180069	Runde 3
Set3_SP	Porträt des Marquis de... 	l0040554	l00130138	l00200026	right	same	same	right	same	l00130138l0040554l00200026	Runde 3
Set3_SP	Der Seligen Furcht 	l0010076	l0060062	l00200039	right	same	right	same	same	l0060062l0010076l00200039	Runde 3
Set3_SP	Porträt des Marquis de... 	l0040554	l0010132	l00130138	left	same	right	left	same	l0010132l0040554l00130138	Runde 3
Set3_SP	Die stille Stadt 	l00170058	l0080377	l0010076	same	same	same	left	same	l0080377l00170058l0010076	Runde 3
Set3_SP	Die einsame Tanne 	l00130182	l00130257	l00110081	left	left	left	left	left	l00130257l00130182l00110081	Runde 3
Set3_SP	Die List der Trinker 	l0020029	l00160240	l00130257	same	left	same	same	same	l00160240l0020029l00130257	Runde 3
Set3_SP	Auf einem Stein 	l0030167	l0030227	l0020178	left	left	left	left	left	l0030227l0030167l0020178	Runde 3
Set3_SP	Resignatio 	l00140105	l00200245	l00200301	same	left	same	left	left	l00200245l00140105l00200301	Runde 3
Set3_SP	Pflicht 	l00140029	l00140078	l00160282	right	right	right	same	right	l00140078l00140029l00160282	Runde 3
Set3_SP	Beschluß – 	l0060082	l0010076	l0040053	same	left	left	same	left	l0010076l0060082l0040053	Runde 3
Set3_SP	Stör nicht den Traum der Kinder – 	l00160112	l0080412	l0010217	right	same	same	right	same	l0080412l00160112l0010217	Runde 3
Set3_SP	Die Luft so schwer... 	l0030065	l00140024	l0030431	same	right	same	right	right	l00140024l0030065l0030431	Runde 3
Set3_SP	Beschluß – 	l0060082	l0010172	l0040053	same	right	right	same	right	l0010172l0060082l0040053	Runde 3
Set3_SP	Der Tod und das Mädchen 	l00100088	l00180012	l00200253	same	left	same	same	left	l00180012l00100088l00200253	Runde 3
Set3_SP	Mir 	l0020034	l0080553	l0010273	left	left	left	left	left	l0080553l0020034l0010273	Runde 3
Set3_SP	ohne Titel 	l00140198	l0090065	l00200135	same	same	same	right	same	l0090065l00140198l00200135	Runde 3
Set3_SP	Die Lawine 	l00130451	l0020178	l0010217	left	right	same	right	right	l0020178l00130451l0010217	Runde 3
Set3_SP	Alpenklub 	l00130059	l0040554	l0060046	left	same	same	left	same	l0040554l00130059l0060046	Runde 3
Set3_SP	Geschieden 	l0010172	l0030115	l00170195	right	same	same	left	same	l0030115l0010172l00170195	Runde 3
Set3_SP	Vorbei 	l0010184	l0010082	l0010173	left	right	right	same	right	l0010082l0010184l0010173	Runde 3
Set3_SP	Du warst es doch 	l0080549	l00200002	l00140122	right	right	right	same	right	l00200002l0080549l00140122	Runde 3
Set3_SP	Religion und Theologie 	l00130398	l00170003	l0010076	right	left	same	same	same	l00170003l00130398l0010076	Runde 3
Set3_SP	Stör nicht den Traum der Kinder – 	l00160112	l0050064	l0010082	right	same	left	right	same	l0050064l00160112l0010082	Runde 3
Set3_SP	Nachtlied 	l00200135	l00160240	l0010170	left	same	same	left	left	l00160240l00200135l0010170	Runde 3
Set3_SP	Die Betrogene 	l00200179	l00130111	l0080578	right	right	right	left	right	l00130111l00200179l0080578	Runde 3
Set3_SP	An die Mädchen 	l00130354	l00130056	l0010082	right	right	right	right	right	l00130056l00130354l0010082	Runde 3
Set3_SP	Am Bahndamm 	l0060057	l00180017	l0040304	same	left	same	left	left	l00180017l0060057l0040304	Runde 3
Set3_SP	Als gestern die Nachtigall 	l0080208	l0020119	l00180035	left	left	left	left	left	l0020119l0080208l00180035	Runde 3
Set3_SP	Pflicht 	l00140029	l00100111	l0060082	right	same	right	right	right	l00100111l00140029l0060082	Runde 3
Set3_SP	Titelblatt 	l00180143	l00130257	l00180136	right	same	right	right	right	l00130257l00180143l00180136	Runde 3
Set3_SP	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l0020047	l0050040	left	left	left	left	left	l0020047l00180136l0050040	Runde 3
Set3_SP	Ahnung 	l0030052	l00160119	l0030065	same	same	same	left	same	l00160119l0030052l0030065	Runde 3
Set3_SP	Mein Leid 	l00110078	l00100008	l00190023	left	right	right	right	right	l00100008l00110078l00190023	Runde 3
Set3_SP	Geh zur Ruh 	l00200186	l0060057	l00130210	same	left	right	left	left	l0060057l00200186l00130210	Runde 3
Set3_SP	Tränenkrüglein 	l00140156	l00200253	l00130348	left	left	left	left	left	l00200253l00140156l00130348	Runde 3
Set3_SP	Kleine Marie 	l0010239	l0060062	l0080369	same	same	same	same	same	l0060062l0010239l0080369	Runde 3
Set3_SP	Vorbei 	l0010184	l0010082	l00140105	left	same	left	same	same	l0010082l0010184l00140105	Runde 3
Set3_SP	Hoffnung 	l0080305	l00160172	l0050031	right	left	left	left	left	l00160172l0080305l0050031	Runde 3
Set3_SP	Schlummerlied	l0040416	l0030215	l00160139	left	left	left	left	left	l0030215l0040416l00160139	Runde 3
Set3_SP	Ruhe, meine Seele!	l0070218	l00130280	l00270258	same	same	same	left	same	l00130280l0070218l00270258	Runde 3
Set3_SP	Lerchen	l0040147	l0090029	l00170160	right	same	same	right	same	l0090029l0040147l00170160	Runde 3
Set3_SP	Heimweh	l00270653	l0080096	l0070155	left	left	left	same	left	l0080096l00270653l0070155	Runde 3
Set3_SP	Spaziergang	l00270347	l0030307	l00170068	right	left	same	left	left	l0030307l00270347l00170068	Runde 3
Set3_SP	Melancholie	l0040010	l0040192	l0030352	left	left	left	left	left	l0040192l0040010l0030352	Runde 3
Set3_SP	Requiem	l0040402	l0020048	l00270689	left	left	same	left	left	l0020048l0040402l00270689	Runde 3
Set3_SP	Aus den „Liedern an eine Geliebte“	l0030393	l0040164	l00170101	same	left	left	same	same	l0040164l0030393l00170101	Runde 3
Set3_SP	Ein Lebewohl	l0010066	l0010149	l0040436	left	left	left	left	left	l0010149l0010066l0040436	Runde 3
Set3_SP	Erntelieder	l00180088	l0030153	l0090028	left	same	left	left	left	l0030153l00180088l0090028	Runde 3
Set3_SP	Morgens	l0020131	l0030046	l0040520	right	same	right	left	same	l0030046l0020131l0040520	Runde 3
Set3_SP	Mädchengebet	l0030284	l0030128	l0010054	same	same	right	same	same	l0030128l0030284l0010054	Runde 3
Set5_MG	Die Kühle 	l00190039	l0010016	l00140028	left	same	left	left	left	l0010016l00190039l00140028	Runde 3
Set5_MG	Vorsicht 	l00130111	l00130378	l00200039	left	left	left	left	left	l00130378l00130111l00200039	Runde 3
Set5_MG	Die Nicht-Gewesenen 	l0030243	l0080077	l00200021	same	same	same	same	same	l0080077l0030243l00200021	Runde 3
Set5_MG	Der Trompeter 	l0010208	l00160262	l00130122	left	left	same	left	left	l00160262l0010208l00130122	Runde 3
Set5_MG	Abbild 	l00180079	l00130204	l00140028	same	same	same	same	same	l00130204l00180079l00140028	Runde 3
Set5_MG	Alte Heimath 	l00200021	l0070146	l00140029	right	same	right	left	right	l0070146l00200021l00140029	Runde 3
Set5_MG	Die stille Stadt 	l00170058	l0010082	l0060062	same	same	same	left	same	l0010082l00170058l0060062	Runde 3
Set5_MG	Lady Rosa 	l0030184	l00130210	l00160212	right	same	same	right	same	l00130210l0030184l00160212	Runde 3
Set5_MG	Das Päckchen Gedichte 	l00170161	l00200301	l00160172	left	left	left	same	left	l00200301l00170161l00160172	Runde 3
Set5_MG	Der Trompeter 	l0010208	l0080165	l0010172	same	left	left	same	left	l0080165l0010208l0010172	Runde 3
Set5_MG	Die Kunst – 	l00130138	l0080055	l0040554	same	same	same	same	same	l0080055l00130138l0040554	Runde 3
Set5_MG	Frisch vom Storch 	l0010018	l0020167	l0080553	same	same	same	same	same	l0020167l0010018l0080553	Runde 3
Set5_MG	Marksteine 	l00130329	l0050064	l0080333	same	left	left	left	left	l0050064l00130329l0080333	Runde 3
Set5_MG	Doppelte Jugend 	l0080077	l0060056	l00200242	left	right	right	left	left	l0060056l0080077l00200242	Runde 3
Set5_MG	Es rauschen den eingeborenen Ton 	l0080344	l0080046	l00170003	left	right	same	same	same	l0080046l0080344l00170003	Runde 3
Set5_MG	Hans Schreier junior 	l00100111	l00130111	l0010173	left	same	left	left	left	l00130111l00100111l0010173	Runde 3
Set5_MG	Ich will mich in dein Herz gewöhnen 	l0080412	l0080578	l00140156	same	same	same	same	same	l0080578l0080412l00140156	Runde 3
Set5_MG	Die einsame Tanne 	l00130182	l00130257	l00170125	left	left	same	left	left	l00130257l00130182l00170125	Runde 3
Set5_MG	Die Luft so schwer... 	l0030065	l0030031	l0010208	same	same	same	left	same	l0030031l0030065l0010208	Runde 3
Set5_MG	Abbild 	l00180079	l0030218	l00130070	same	same	left	left	same	l0030218l00180079l00130070	Runde 3
Set5_MG	Die Nicht-Gewesenen 	l0030243	l0080448	l00200135	same	same	left	left	same	l0080448l0030243l00200135	Runde 3
Set5_MG	Im Mai 	l00200176	l00140105	l0010018	same	same	same	left	same	l00140105l00200176l0010018	Runde 3
Set5_MG	Letzter Wunsch 	l0080553	l00140066	l0030323	left	left	left	left	left	l00140066l0080553l0030323	Runde 3
Set5_MG	Auf einem Stein 	l0030167	l0060082	l0020178	same	left	same	same	same	l0060082l0030167l0020178	Runde 3
Set5_MG	Magdalene 	l0080578	l00200179	l0030112	right	left	left	same	same	l00200179l0080578l0030112	Runde 3
Set5_MG	Frühlingslied in der Stadt 	l0010217	l00130398	l00160041	right	same	right	same	right	l00130398l0010217l00160041	Runde 3
Set5_MG	Albumblatt 	l0030373	l0030420	l0010170	left	same	same	same	same	l0030420l0030373l0010170	Runde 3
Set5_MG	Porträt des Marquis de... 	l0040554	l00130138	l0010079	right	same	same	right	same	l00130138l0040554l0010079	Runde 3
Set5_MG	Blümleins Gebet 	l00130268	l0080077	l00130407	right	right	right	same	right	l0080077l00130268l00130407	Runde 3
Set5_MG	Wenn ein Leid dich schwer bedrängt 	l0080356	l0010154	l00100106	same	same	left	same	same	l0010154l0080356l00100106	Runde 3
Set5_MG	Pflicht 	l00140029	l0060082	l0010038	left	same	left	left	left	l0060082l00140029l0010038	Runde 3
Set5_MG	Graue Tage 	l00140150	l0060056	l00130210	right	same	right	same	right	l0060056l00140150l00130210	Runde 3
Set5_MG	Beschluß – 	l0060082	l0040053	l0080587	right	same	same	same	same	l0040053l0060082l0080587	Runde 3
Set5_MG	Letzter Wunsch 	l0080553	l00200223	l0040554	left	left	same	right	same	l00200223l0080553l0040554	Runde 3
Set5_MG	Die frühe Stunde 	l0030183	l0090086	l00130111	same	left	same	right	same	l0090086l0030183l00130111	Runde 3
Set5_MG	Auf Gegenseitigkeit 	l00160192	l00160300	l00200340	right	left	left	right	left	l00160300l00160192l00200340	Runde 3
Set5_MG	Der Tod und das Mädchen 	l00100088	l00200253	l00200026	left	right	left	left	left	l00200253l00100088l00200026	Runde 3
Set5_MG	Fromme Bücher 	l00160212	l0080333	l0030184	same	same	same	same	same	l0080333l00160212l0030184	Runde 3
Set5_MG	Die Kunst – 	l00130138	l0060057	l0040554	left	left	left	left	left	l0060057l00130138l0040554	Runde 3
Set5_MG	Ich bat sie um die Rose 	l0080165	l0030174	l00160262	right	same	same	same	same	l0030174l0080165l00160262	Runde 3
Set5_MG	Der Liebesbrief 	l0080046	l00170194	l0010239	left	same	same	left	left	l00170194l0080046l0010239	Runde 3
Set5_MG	Magdalene 	l0080578	l00200179	l00200176	right	left	left	right	right	l00200179l0080578l00200176	Runde 3
Set5_MG	April 	l00130102	l00200278	l00130451	right	right	right	left	right	l00200278l00130102l00130451	Runde 3
Set5_MG	Letzte Fahrt 	l0030218	l00180079	l0080344	right	left	left	left	left	l00180079l0030218l0080344	Runde 3
Set5_MG	Die Kunst – 	l00130138	l0040554	l00160262	same	same	left	same	same	l0040554l00130138l00160262	Runde 3
Set5_MG	Die stille Stadt 	l00170058	l00130210	l0010076	left	same	same	left	left	l00130210l00170058l0010076	Runde 3
Set5_MG	Die Nachtigall – 	l00160283	l00160240	l0080132	same	same	same	left	same	l00160240l00160283l0080132	Runde 3
Set5_MG	Unter den Zweigen 	l0080251	l00160240	l0080227	left	same	left	same	left	l00160240l0080251l0080227	Runde 3
Set5_MG	1. Nur das thut mir so bitterweh	l00270584	l00110084	l00130160	left	same	left	left	left	l00110084l00270584l00130160	Runde 3
Set5_MG	Köstliches Gut	l00270853	l00100107	l0090014	left	same	same	left	left	l00100107l00270853l0090014	Runde 3
Set5_MG	Meeresabend	l00150205	l0040545	l00270278	right	right	same	same	same	l0040545l00150205l00270278	Runde 3
Set5_MG	Finkenruf	l00110018	l00270596	l00150225	left	right	same	left	same	l00270596l00110018l00150225	Runde 3
Set5_MG	Kreuzesdeutung	l00130305	l00160214	l00130200	left	same	left	same	same	l00160214l00130305l00130200	Runde 3
Set5_MG	Vom Dampfer	l00270396	l00170014	l0070173	right	left	left	left	left	l00170014l00270396l0070173	Runde 3
Set5_MG	Mittagsglast	l0060023	l0040493	l0030102	right	right	same	same	right	l0040493l0060023l0030102	Runde 3
Set5_MG	Weinlob	l00130374	l0030248	l0030324	left	same	left	same	left	l0030248l00130374l0030324	Runde 3
Set5_MG	Die Wege trennen sich	l00110067	l00180089	l0070087	same	same	same	same	same	l00180089l00110067l0070087	Runde 3
Set5_MG	Der Reisebecher	l0040403	l00140047	l0050044	left	same	same	right	same	l00140047l0040403l0050044	Runde 3
Set5_MG	Hans Darm	l00100109	l0010278	l0040506	same	same	same	same	same	l0010278l00100109l0040506	Runde 3
Set5_MG	Schwere Worte	l00270047	l00140085	l0030342	same	same	same	right	same	l00140085l00270047l0030342	Runde 3
Set1_JE	Am Ufer 	l00130276	l0080364	l00130180	same	same	left	right	same	l0080364l00130276l00130180	Runde 4 (lang)
Set1_JE	Gebet auf den Wassern 	l00200239	l00160156	l00160305	left	left	same	right	same	l00160156l00200239l00160305	Runde 4 (lang)
Set1_JE	Entrückung 	l00180118	l00140058	l0080530	same	same	left	same	left	l00140058l00180118l0080530	Runde 4 (lang)
Set1_JE	Die Schiffersfrau 	l0080323	l00130428	l00130108	right	left	left	left	left	l00130428l0080323l00130108	Runde 4 (lang)
Set1_JE	Peccavi? 	l0040149	l00170087	l00130233	left	same	same	left	left	l00170087l0040149l00130233	Runde 4 (lang)
Set1_JE	Bauernkrieg 	l0080330	l00140004	l00200206	right	same	same	right	right	l00140004l0080330l00200206	Runde 4 (lang)
Set1_JE	Vom alten deutschen Kaiser 	l00130304	l00200075	l00200128	right	left	left	right	left	l00200075l00130304l00200128	Runde 4 (lang)
Set1_JE	Zwiegesang 	l00200107	l00200295	l00170234	same	right	same	same	right	l00200295l00200107l00170234	Runde 4 (lang)
Set1_JE	Wir 	l0080249	l0070131	l00160183	left	left	same	same	same	l0070131l0080249l00160183	Runde 4 (lang)
Set1_JE	Bist du vielleicht.... 	l0050078	l0080277	l00140216	left	left	right	same	left	l0080277l0050078l00140216	Runde 4 (lang)
Set1_JE	Osterkerzen 	l0090039	l00130082	l00170028	left	left	right	right	same	l00130082l0090039l00170028	Runde 4 (lang)
Set1_JE	Du armes Herz 	l00140157	l00130433	l0030049	right	right	right	same	right	l00130433l00140157l0030049	Runde 4 (lang)
Set1_JE	Am Karfreitag 	l00130123	l00170192	l0010305	left	left	right	left	left	l00170192l00130123l0010305	Runde 4 (lang)
Set1_JE	Der betrübte Jurist 	l0080421	l00180134	l0080249	same	same	left	same	same	l00180134l0080421l0080249	Runde 4 (lang)
Set1_JE	Der Rhein 	l00130143	l0080489	l0010227	left	same	left	same	left	l0080489l00130143l0010227	Runde 4 (lang)
Set1_JE	Die Rechte der Frauen 	l00130439	l00130363	l0080201	right	same	left	same	same	l00130363l00130439l0080201	Runde 4 (lang)
Set1_JE	Tragische Geschichte 	l00200013	l00130207	l0010237	left	same	same	right	same	l00130207l00200013l0010237	Runde 4 (lang)
Set1_JE	Ich wußt' es längst 	l00200323	l00200222	l00130026	right	left	left	right	left	l00200222l00200323l00130026	Runde 4 (lang)
Set1_JE	Des Lebens Lied 	l00130244	l0080166	l0040358	left	left	left	right	left	l0080166l00130244l0040358	Runde 4 (lang)
Set1_JE	Maitaufe 	l0080131	l00100027	l0020176	right	right	right	right	right	l00100027l0080131l0020176	Runde 4 (lang)
Set1_MK	Am Ufer 	l00130276	l0080364	l00130180	right	same	same	same	same	l0080364l00130276l00130180	Runde 4 (lang)
